,County,2009IN,2009NET,2009POP1YR,state,county,2010IN,2010NET,2010POP1YR,2011IN,2011NET,2011POP1YR,2012IN,2012NET,2012POP1YR,2013IN,2013NET,2013POP1YR,2014IN,2014NET,2014POP1YR,2015IN,2015NET,2015POP1YR,County Code,2009 Median Price,2010 Median Price,2011 Median Price,2012 Median Price,2013 Median Price,2014 Median Price,2015 Median Price,2016 Median Price,2010 Difference,2011 Difference,2012 Difference,2013 Difference,2014 Difference,2015 Difference,2016 Difference,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
991,"Lawrence County, Missouri",3924.0,344.0,2252364,1769,6649,1846.0,-368.0,1097447.0,3803.0,-870.0,2318793,3973,-330.0,2320623,3441,-1118.0,2319830,4088,34.0,2308606,3744,295.0,2309765,1627,78300.0,77400.0,74500.0,73000.0,74000.0,78500,81500,88200.0,-900.0,-2900.0,-1500.0,1000.0,4500.0,3000,6700.0,-1.1494252870000001,-3.746770026,-2.013422819,1.369863014,6.081081081000001,3.821656051,8.220858896000001
992,"Lawrence County, Ohio",3312.0,-1318.0,3220724,2028,4524,1969.0,-143.0,1611298.0,4450.0,554.0,3220984,3572,-314.0,3216304,3918,-476.0,3205020,4570,384.0,3191344,3612,-436.0,3168412,511,80400.0,76700.0,77700.0,82200.0,78600.0,78400,80200,79900.0,-3700.0,1000.0,4500.0,-3600.0,-200.0,1800,-300.0,-4.60199005,1.303780965,5.791505792000001,-4.379562044,-0.254452926,2.295918367,-0.37406483799999996
993,"Lawrence County, South Dakota",3344.0,1232.0,1878538,3772,6642,1933.0,934.0,938520.0,2662.0,409.0,1945286,3038,852.0,1962916,3437,1510.0,1984154,3270,1467.0,1997602,3396,1266.0,2009820,1814,166565.0,164622.0,160863.0,172060.0,168906.0,180751,196931,202430.0,-1943.0,-3759.0,11197.0,-3154.0,11845.0,16180,5499.0,-1.166511572,-2.28341291,6.960581363999999,-1.8330814830000002,7.012776337000001,8.95154107,2.792348589
994,"Lawrence County, Tennessee",1290.0,-1176.0,1290624,1504,3168,542.0,-718.0,653648.0,1408.0,-928.0,1316800,1430,-1060.0,1321888,1204,-810.0,1326176,1344,-274.0,1329536,1426,-186.0,1329888,1598,72900.0,69800.0,71800.0,73300.0,74100.0,77000,78800,85200.0,-3100.0,2000.0,1500.0,800.0,2900.0,1800,6400.0,-4.252400549,2.8653295130000003,2.08913649,1.091405184,3.913630229,2.3376623380000003,8.121827411
995,"Le Sueur County, Minnesota",2713.0,87.0,1070940,1053,3081,1407.0,132.0,520068.0,2475.0,161.0,1068717,1988,-324.0,1067586,2294,-205.0,1067430,2067,-592.0,1065909,2017,-986.0,1067235,817,133200.0,135400.0,136200.0,140200.0,147400.0,151400,157400,168700.0,2200.0,800.0,4000.0,7200.0,4000.0,6000,11300.0,1.651651652,0.59084195,2.9368575619999997,5.135520685,2.713704206,3.9630118889999997,7.179161372
996,"Lea County, New Mexico",5848.0,2099.0,4726020,2905,2075,3269.0,1306.0,2520352.0,5901.0,1411.0,5199369,5625,918.0,5286934,5421,984.0,5380973,4323,-1091.0,5479328,4130,-535.0,5576521,2165,114000.0,106700.0,113900.0,113900.0,103700.0,99000,107200,109400.0,-7300.0,7200.0,0.0,-10200.0,-4700.0,8200,2200.0,-6.403508772,6.747891284,0.0,-8.955223881,-4.532304725,8.282828282999999,2.052238806
997,"Leake County, Mississippi",2696.0,916.0,1211652,1512,4266,1349.0,228.0,627912.0,1866.0,-776.0,1262196,1582,-1188.0,1261170,1616,-1566.0,1258848,1412,-1288.0,1249128,1176,-1044.0,1238976,2055,,,64800.0,66000.0,65500.0,66800,74300,82000.0,,,1200.0,-500.0,1300.0,7500,7700.0,,,1.8518518519999998,-0.757575758,1.984732824,11.22754491,10.36339166
998,"Leavenworth County, Kansas",16475.0,3346.0,15306151,4220,21733,8559.0,2239.0,7720650.0,17308.0,6042.0,15714014,16918,4653.0,15877117,15934,3198.0,16029881,15962,2902.0,16194039,15094,1709.0,16323804,1417,148100.0,147700.0,142700.0,141200.0,140700.0,144800,148800,156600.0,-400.0,-5000.0,-1500.0,-500.0,4100.0,4000,7800.0,-0.270087779,-3.385240352,-1.051156272,-0.35410764899999997,2.914001421,2.7624309389999997,5.241935484
999,"Lee County, Alabama",13943.0,4626.0,18715730,145,11745,0.0,0.0,0.0,14300.0,5327.0,19743780,14285,4861.0,20184580,14425,4553.0,20705420,14728,4438.0,21191605,14903,4429.0,21648210,289,165000.0,162100.0,160600.0,156400.0,157100.0,158000,167500,171000.0,-2900.0,-1500.0,-4200.0,700.0,900.0,9500,3500.0,-1.7575757580000002,-0.9253547190000001,-2.615193026,0.447570332,0.572883514,6.012658227999999,2.089552239
1000,"Lee County, Arkansas",1282.0,94.0,446250,210,3234,821.0,63.0,222621.0,1120.0,-1056.0,441084,1258,-424.0,434868,936,-528.0,426006,878,-568.0,420378,618,-470.0,413658,2590,39000.0,36500.0,46600.0,52300.0,41400.0,40500,44900,54400.0,-2500.0,10100.0,5700.0,-10900.0,-900.0,4400,9500.0,-6.41025641,27.67123288,12.23175966,-20.84130019,-2.173913043,10.86419753,21.15812918
1001,"Lee County, Georgia",3752.0,1548.0,1959120,780,10620,1368.0,79.0,835260.0,3102.0,584.0,1684560,3212,682.0,1691040,2982,14.0,1700520,3334,282.0,1710240,3530,726.0,1717620,1750,141800.0,134800.0,136900.0,141800.0,141300.0,139900,137400,136900.0,-7000.0,2100.0,4900.0,-500.0,-1400.0,-2500,-500.0,-4.936530324,1.557863501,3.5792549310000004,-0.352609309,-0.990799717,-1.786990708,-0.363901019
1002,"Lee County, Iowa",2556.0,73.0,2233791,1197,6993,1529.0,227.0,1103848.0,2834.0,334.0,2231208,1990,-308.0,2224656,1736,-1140.0,2226924,1436,-1523.0,2212749,1344,-1754.0,2202039,739,74500.0,73900.0,70000.0,70300.0,71400.0,73100,76800,77800.0,-600.0,-3900.0,300.0,1100.0,1700.0,3700,1000.0,-0.8053691279999999,-5.277401894,0.428571429,1.564722617,2.3809523809999997,5.061559508,1.302083333
1003,"Lee County, Mississippi",9556.0,2668.0,8941238,3164,9153,4465.0,1205.0,4428545.0,8073.0,1039.0,9190290,6976,-1841.0,9286340,6735,-3344.0,9380808,7345,-2616.0,9453580,7606,-2861.0,9504204,1395,126800.0,122200.0,126700.0,138200.0,125700.0,121300,123100,120800.0,-4600.0,4500.0,11500.0,-12500.0,-4400.0,1800,-2300.0,-3.627760252,3.682487725,9.0765588,-9.044862518,-3.500397772,1.483924155,-1.868399675
1004,"Lee County, Texas",858.0,186.0,254576,768,4592,0.0,0.0,0.0,858.0,174.0,260432,726,12.0,260464,1073,495.0,262496,809,325.0,261776,776,-71.0,262576,2505,101300.0,98600.0,96200.0,96600.0,102000.0,108200,116000,124800.0,-2700.0,-2400.0,400.0,5400.0,6200.0,7800,8800.0,-2.665350444,-2.434077079,0.415800416,5.590062112000001,6.078431373,7.208872457999999,7.586206897
1005,"Leflore County, Mississippi",1548.0,-1230.0,2204992,1792,5312,727.0,-645.0,1040576.0,1678.0,-840.0,2061184,1798,-794.0,2025536,1310,-966.0,2011776,1050,-1198.0,2000128,1412,-478.0,1989376,2180,,,64300.0,64100.0,60300.0,60100,62200,68500.0,,,-200.0,-3800.0,-200.0,2100,6300.0,,,-0.311041991,-5.928237128999999,-0.331674959,3.494176373,10.12861736
1006,"Lemhi County, Idaho",358.0,-308.0,155300,320,1180,194.0,-164.0,78020.0,424.0,24.0,156640,220,-226.0,156640,276,-240.0,155860,120,-332.0,154780,142,-162.0,153860,1974,145600.0,135400.0,133500.0,146400.0,155600.0,162700,177900,186000.0,-10200.0,-1900.0,12900.0,9200.0,7100.0,15200,8100.0,-7.005494505,-1.403249631,9.662921348,6.284153005,4.562982005,9.34234788,4.55311973
1007,"Lenawee County, Michigan",8976.0,-455.0,13844956,3614,12649,4040.0,-44.0,6881715.0,8092.0,674.0,13812847,7815,-47.0,13709709,8258,166.0,13674820,8331,127.0,13641460,9280,1166.0,13600455,1364,91400.0,97800.0,91400.0,90800.0,95400.0,92700,102700,106500.0,6400.0,-6400.0,-600.0,4600.0,-2700.0,10000,3800.0,7.0021881839999995,-6.54396728,-0.656455142,5.066079295,-2.830188679,10.78748652,3.700097371
1008,"Leon County, Texas",580.0,-252.0,244755,720,4335,0.0,0.0,0.0,302.0,32.0,249000,380,72.0,249825,431,-329.0,247695,455,-399.0,247890,471,-335.0,248370,2088,89000.0,85200.0,84400.0,85800.0,91900.0,97000,104000,112900.0,-3800.0,-800.0,1400.0,6100.0,5100.0,7000,8900.0,-4.269662921,-0.9389671359999999,1.6587677730000001,7.10955711,5.549510337,7.216494845,8.557692308
1009,"Lewis County, Idaho",642.0,62.0,50540,224,854,297.0,-9.0,26145.0,520.0,-156.0,52542,484,-42.0,52920,438,-98.0,53312,400,-182.0,53032,422,-64.0,52948,2713,89900.0,82800.0,82800.0,84900.0,90500.0,94500,99300,107900.0,-7100.0,0.0,2100.0,5600.0,4000.0,4800,8600.0,-7.897664071,0.0,2.536231884,6.595995288999999,4.419889503,5.079365079,8.660624371
1010,"Lewis County, New York",1028.0,-1770.0,698274,972,1323,628.0,-721.0,346827.0,1098.0,-1164.0,722412,1219,-757.0,722763,1401,-377.0,723978,1399,-27.0,725652,1219,-47.0,723951,823,85400.0,86000.0,92000.0,95800.0,97600.0,101200,102000,105900.0,600.0,6000.0,3800.0,1800.0,3600.0,800,3900.0,0.702576112,6.976744186,4.130434783,1.878914405,3.68852459,0.7905138340000001,3.823529412
1011,"Lewis County, Tennessee",1320.0,902.0,135732,564,1212,448.0,302.0,71064.0,892.0,746.0,142860,770,682.0,142188,630,592.0,141228,554,380.0,141528,420,242.0,141240,3094,60200.0,62000.0,58400.0,58000.0,62000.0,63200,67800,74000.0,1800.0,-3600.0,-400.0,4000.0,1200.0,4600,6200.0,2.990033223,-5.806451612999999,-0.684931507,6.896551724,1.935483871,7.2784810129999995,9.144542773
1012,"Lewis County, Washington",8142.0,1848.0,6440129,4717,3649,3662.0,432.0,3242140.0,7798.0,176.0,6605847,8224,1475.0,6633170,8482,2224.0,6637620,8662,1734.0,6655331,9140,2311.0,6661917,453,163900.0,155900.0,143600.0,146800.0,153900.0,160100,172800,177600.0,-8000.0,-12300.0,3200.0,7100.0,6200.0,12700,4800.0,-4.881025015,-7.889672867000001,2.228412256,4.836512262,4.028589994,7.932542161000001,2.777777778
1013,"Lewis and Clark County, Montana",7186.0,860.0,8540928,4320,7056,3625.0,597.0,4385520.0,5930.0,-56.0,8910432,6000,-326.0,9025056,5912,-504.0,9133488,5792,20.0,9230688,5716,-450.0,9301248,1471,177000.0,175900.0,177000.0,182600.0,203500.0,205700,207500,216100.0,-1100.0,1100.0,5600.0,20900.0,2200.0,1800,8600.0,-0.621468927,0.625355316,3.163841808,11.44578313,1.081081081,0.875060768,4.144578313
1014,"Lexington County, South Carolina",28279.0,7332.0,55987400,10440,14616,13437.0,2112.0,28406064.0,27735.0,4912.0,58994120,27846,4036.0,60083592,27719,2822.0,61115992,28156,3238.0,61959312,27296,2529.0,62783840,169,125900.0,122000.0,118700.0,118700.0,119600.0,118500,120100,128700.0,-3900.0,-3300.0,0.0,900.0,-1100.0,1600,8600.0,-3.097696585,-2.704918033,0.0,0.758213985,-0.919732441,1.35021097,7.160699417000001
1015,"Liberty County, Georgia",16949.0,-347.0,12062632,2626,36158,8334.0,222.0,6261300.0,17140.0,1339.0,12733676,15639,-1068.0,12776702,16222,-853.0,12822758,15134,-1519.0,12702164,16004,-4186.0,12705800,1470,120496.0,111424.0,112077.0,110493.0,109130.0,106150,109041,106418.0,-9072.0,653.0,-1584.0,-1363.0,-2980.0,2891,-2623.0,-7.528880627,0.586049684,-1.413314061,-1.2335623070000001,-2.73068817,2.723504475,-2.405517191
1016,"Licking County, Ohio",14403.0,-307.0,25294540,6396,14596,7654.0,316.0,13086522.0,15604.0,1683.0,26743152,14262,-1004.0,26932900,14396,1702.0,27070988,15502,1549.0,27244992,16242,1811.0,27356676,245,130000.0,129900.0,123700.0,127700.0,171000.0,235300,203900,147700.0,-100.0,-6200.0,4000.0,43300.0,64300.0,-31400,-56200.0,-0.076923077,-4.772902232,3.233629749,33.90759593,37.60233918,-13.34466638,-27.56253065
1017,"Limestone County, Alabama",4555.0,1966.0,3303000,45,3735,0.0,0.0,0.0,4466.0,1656.0,3606300,4013,1311.0,3707370,3891,1250.0,3794625,3712,1073.0,3878460,3462,642.0,3958650,1397,138000.0,141000.0,132700.0,134600.0,133900.0,134900,137300,144600.0,3000.0,-8300.0,1900.0,-700.0,1000.0,2400,7300.0,2.173913043,-5.886524822999999,1.431801055,-0.520059435,0.74682599,1.779095626,5.3168244719999995
1018,"Limestone County, Texas",2106.0,428.0,685999,1488,9083,0.0,0.0,0.0,1464.0,339.0,714984,1266,-132.0,716038,948,-237.0,719789,992,-229.0,721525,1069,-45.0,719603,1822,67700.0,67200.0,66600.0,68400.0,72700.0,78000,82900,86500.0,-500.0,-600.0,1800.0,4300.0,5300.0,4900,3600.0,-0.7385524370000001,-0.892857143,2.702702703,6.286549708,7.290233838,6.282051282,4.342581423
1019,"Lincoln County, Colorado",1080.0,276.0,135876,208,1898,514.0,137.0,70408.0,914.0,492.0,140920,628,204.0,140946,728,318.0,140660,568,210.0,141050,654,132.0,141648,2621,59200.0,52400.0,62700.0,79800.0,71400.0,87000,93300,94500.0,-6800.0,10300.0,17100.0,-8400.0,15600.0,6300,1200.0,-11.48648649,19.65648855,27.27272727,-10.52631579,21.8487395,7.24137931,1.286173633
1020,"Lincoln County, Kansas",97.0,55.0,35343,220,1155,58.0,37.0,16375.0,123.0,29.0,35750,175,73.0,35299,195,115.0,34749,193,53.0,34661,200,80.0,34331,2998,,,57900.0,55400.0,53900.0,53100,48600,47100.0,,,-2500.0,-1500.0,-800.0,-4500,-1500.0,,,-4.317789292,-2.707581227,-1.484230056,-8.474576271,-3.086419753
1021,"Lincoln County, Kentucky",1716.0,-63.0,670059,567,3699,1321.0,242.0,319189.0,2101.0,59.0,661851,2186,-546.0,657720,2450,-292.0,657315,2566,-260.0,654318,2232,-184.0,652563,1805,75361.0,75680.0,73324.0,81870.0,83363.0,83535,81916,86080.0,319.0,-2356.0,8546.0,1493.0,172.0,-1619,4164.0,0.423295869,-3.113107822,11.65511974,1.823622817,0.206326548,-1.938109774,5.083256018
1022,"Lincoln County, Maine",2633.0,-549.0,1891340,1265,825,1042.0,-654.0,928044.0,2010.0,-1654.0,1886170,1797,-1318.0,1875225,1652,-1434.0,1864885,1684,-1332.0,1862905,2123,-695.0,1859000,750,186541.0,190431.0,186125.0,186520.0,179747.0,185877,187852,188712.0,3890.0,-4306.0,395.0,-6773.0,6130.0,1975,860.0,2.085332447,-2.261186466,0.212222968,-3.6312459789999996,3.410348991,1.062530598,0.45780721
1023,"Lincoln County, Mississippi",1130.0,-592.0,1082528,896,2720,511.0,-296.0,545984.0,1284.0,-1058.0,1095168,1288,-916.0,1100992,1272,-632.0,1101280,1048,-766.0,1098080,1024,-1108.0,1097600,2694,97300.0,99800.0,98100.0,97700.0,96700.0,99700,106400,117900.0,2500.0,-1700.0,-400.0,-1000.0,3000.0,6700,11500.0,2.569373073,-1.703406814,-0.407747197,-1.023541453,3.10237849,6.720160481000001,10.80827068
1024,"Lincoln County, Missouri",4436.0,-1134.0,3216576,1856,7232,1940.0,-508.0,1622944.0,4238.0,-772.0,3292800,4010,-1206.0,3328640,4042,-1226.0,3359936,4078,-1470.0,3384640,3884,-1594.0,3406656,571,136100.0,132100.0,129000.0,127300.0,128900.0,135700,140000,149800.0,-4000.0,-3100.0,-1700.0,1600.0,6800.0,4300,9800.0,-2.93901543,-2.34670704,-1.317829457,1.256873527,5.275407292,3.1687546060000003,7.0
1025,"Lincoln County, Montana",822.0,-626.0,813648,1320,2332,314.0,-379.0,424446.0,820.0,-714.0,854744,1034,-196.0,854700,1212,54.0,855712,1390,364.0,848716,1282,256.0,844228,1869,134100.0,128800.0,128400.0,132500.0,137800.0,142300,143800,150100.0,-5300.0,-400.0,4100.0,5300.0,4500.0,1500,6300.0,-3.952274422,-0.310559006,3.193146417,4.0,3.265602322,1.0541110329999999,4.38108484
1026,"Lincoln County, Nebraska",1782.0,-278.0,2437470,2170,7770,840.0,-188.0,1248100.0,1864.0,116.0,2508380,1752,-278.0,2513350,1670,-820.0,2507330,1896,-426.0,2504110,2206,-168.0,2486750,734,105200.0,113100.0,114100.0,113600.0,122400.0,122000,132100,137400.0,7900.0,1000.0,-500.0,8800.0,-400.0,10100,5300.0,7.509505702999999,0.884173298,-0.438212095,7.746478872999999,-0.326797386,8.278688525,4.012112036
1027,"Lincoln County, New Mexico",1336.0,-736.0,910844,1540,1188,792.0,-319.0,448008.0,1336.0,-706.0,896588,1794,-164.0,894564,1842,-146.0,890516,1428,-38.0,879252,1322,-108.0,868208,1859,169400.0,162800.0,161600.0,161600.0,161900.0,166000,168600,174300.0,-6600.0,-1200.0,0.0,300.0,4100.0,2600,5700.0,-3.896103896,-0.737100737,0.0,0.18564356399999998,2.532427424,1.56626506,3.380782918
1028,"Lincoln County, Oklahoma",2976.0,-855.0,1626900,2040,4131,1491.0,-190.0,838375.0,2378.0,-1018.0,1710336,2500,-942.0,1719210,2484,-929.0,1725942,2506,-134.0,1735224,2518,-281.0,1741905,753,67300.0,65000.0,64200.0,63900.0,63700.0,64100,65400,71300.0,-2300.0,-800.0,-300.0,-200.0,400.0,1300,5900.0,-3.417533432,-1.230769231,-0.46728972,-0.312989045,0.627943485,2.028081123,9.021406727999999
1029,"Lincoln County, Oregon",3554.0,-2542.0,3637760,3280,3280,1505.0,-1178.0,1814440.0,3186.0,-1752.0,3633520,3390,-1742.0,3639280,3066,-1728.0,3643760,3338,-1318.0,3650640,3348,-1142.0,3671440,628,222000.0,207300.0,190800.0,193000.0,191700.0,202600,217600,233400.0,-14700.0,-16500.0,2200.0,-1300.0,10900.0,15000,15800.0,-6.621621622,-7.959479016,1.153039832,-0.67357513,5.685967657999999,7.403751234,7.261029412
1030,"Lincoln County, Tennessee",1676.0,466.0,939368,1363,2987,841.0,312.0,454216.0,1552.0,100.0,946821,1378,-457.0,951635,1390,-433.0,953810,1978,179.0,955115,2798,919.0,958769,1691,87100.0,85600.0,84200.0,81500.0,83400.0,85400,89600,89500.0,-1500.0,-1400.0,-2700.0,1900.0,2000.0,4200,-100.0,-1.722158439,-1.6355140190000002,-3.206650831,2.331288344,2.398081535,4.918032787,-0.111607143
1031,"Lincoln County, Wisconsin",1947.0,-530.0,1467750,2750,3450,822.0,-412.0,690312.0,1299.0,-798.0,1432150,1321,-1123.0,1422300,1598,-361.0,1420300,1399,-272.0,1417000,1970,321.0,1404650,803,101500.0,104500.0,100400.0,93300.0,95200.0,100500,103700,113700.0,3000.0,-4100.0,-7100.0,1900.0,5300.0,3200,10000.0,2.955665025,-3.9234449760000003,-7.0717131470000005,2.036441586,5.567226891000001,3.1840796019999997,9.643201543
1032,"Lincoln County, Wyoming",832.0,-98.0,573984,2016,828,613.0,119.0,310410.0,1162.0,270.0,632124,834,-92.0,638784,990,62.0,644148,1134,460.0,647568,1006,274.0,652572,1889,181400.0,179700.0,181600.0,184200.0,187700.0,194500,200800,209900.0,-1700.0,1900.0,2600.0,3500.0,6800.0,6300,9100.0,-0.937155458,1.057317752,1.4317180619999998,1.9001085780000002,3.6228023439999997,3.23907455,4.53187251
1033,"Linn County, Iowa",18178.0,-1901.0,60828789,5719,34013,8955.0,-236.0,30538146.0,17867.0,-1693.0,62371414,18024,-1054.0,62951140,19047,1791.0,63420098,18970,2120.0,63879424,18797,13.0,64414000,1249,129300.0,127300.0,126600.0,127600.0,128700.0,131700,134400,139400.0,-2000.0,-700.0,1000.0,1100.0,3000.0,2700,5000.0,-1.54679041,-0.549882168,0.789889415,0.8620689659999999,2.331002331,2.050113895,3.720238095
1034,"Linn County, Kansas",218.0,-1224.0,200151,420,2247,77.0,-658.0,97130.0,288.0,-1070.0,201894,340,-1107.0,199626,478,-831.0,199311,613,-793.0,198996,713,-135.0,198156,2133,74400.0,72100.0,71200.0,71600.0,71300.0,58800,63300,67200.0,-2300.0,-900.0,400.0,-300.0,-12500.0,4500,3900.0,-3.091397849,-1.248266297,0.561797753,-0.41899441299999995,-17.5315568,7.653061224,6.161137441
1035,"Linn County, Oregon",13242.0,1241.0,12347418,4551,4773,5859.0,-648.0,6079806.0,10834.0,-2212.0,12688965,9396,-3655.0,12816504,11472,-1642.0,12930723,12698,-218.0,12995880,12692,-532.0,13084125,332,160200.0,147300.0,142400.0,141100.0,154600.0,157600,173700,194500.0,-12900.0,-4900.0,-1300.0,13500.0,3000.0,16100,20800.0,-8.052434457,-3.3265444669999997,-0.912921348,9.567682495,1.940491591,10.21573604,11.97466897
1036,"Litchfield County, Connecticut",12287.0,-1245.0,33989228,1638,910,5368.0,-1865.0,16945110.0,10764.0,-2930.0,34233836,10788,-3340.0,34150116,11148,-4087.0,34067306,11871,-2544.0,33898774,12201,-2975.0,33662538,222,263500.0,251500.0,246900.0,227000.0,242700.0,240100,237900,246900.0,-12000.0,-4600.0,-19900.0,15700.0,-2600.0,-2200,9000.0,-4.5540796960000005,-1.829025845,-8.059943297,6.916299559,-1.071281417,-0.9162848809999999,3.783102144
1037,"Live Oak County, Texas",598.0,221.0,200700,864,5346,0.0,0.0,0.0,687.0,235.0,204516,620,3.0,204948,557,-101.0,206424,498,-161.0,208368,508,-93.0,211500,2337,80700.0,80100.0,80800.0,83300.0,90200.0,98700,117700,130900.0,-600.0,700.0,2500.0,6900.0,8500.0,19000,13200.0,-0.7434944240000001,0.873907615,3.0940594060000004,8.283313325,9.423503326,19.25025329,11.21495327
1038,"Livingston County, Illinois",5172.0,1998.0,3331359,1513,9345,2626.0,965.0,1693164.0,5522.0,2092.0,3419024,5176,1492.0,3414307,4636,518.0,3401135,4592,556.0,3378974,4458,788.0,3312491,1984,89500.0,85800.0,83500.0,82700.0,78600.0,79400,81600,84800.0,-3700.0,-2300.0,-800.0,-4100.0,800.0,2200,3200.0,-4.1340782119999995,-2.6806526809999998,-0.958083832,-4.957678356000001,1.017811705,2.7707808560000005,3.921568627
1039,"Livingston County, Michigan",15881.0,646.0,25551622,3692,13206,7435.0,-146.0,12180160.0,15144.0,-1652.0,25441998,15188,-1329.0,25521234,15666,-1832.0,25637248,14365,-4994.0,25777118,14256,-5264.0,25984438,1266,144900.0,146200.0,144400.0,158400.0,176400.0,195900,210300,225400.0,1300.0,-1800.0,14000.0,18000.0,19500.0,14400,15100.0,0.8971704620000001,-1.23119015,9.695290859,11.36363636,11.05442177,7.350689127000001,7.180218735
1040,"Livingston County, Missouri",1202.0,712.0,462594,957,3861,532.0,267.0,236352.0,916.0,-171.0,490017,1124,170.0,491931,968,-128.0,489423,1100,-74.0,488829,1414,221.0,487509,2098,78700.0,77400.0,76800.0,77100.0,80000.0,83600,87700,93100.0,-1300.0,-600.0,300.0,2900.0,3600.0,4100,5400.0,-1.65184244,-0.775193798,0.390625,3.761348898,4.5,4.90430622,6.157354617999999
1041,"Livingston County, New York",9564.0,3022.0,7211535,4140,5865,4870.0,1468.0,3698673.0,9374.0,2887.0,7448435,9956,3098.0,7430150,9402,2749.0,7421985,8670,2092.0,7382425,8552,2020.0,7381160,495,111600.0,113200.0,114200.0,114700.0,116600.0,121000,119300,124300.0,1600.0,1000.0,500.0,1900.0,4400.0,-1700,5000.0,1.433691756,0.8833922259999999,0.437828371,1.656495205,3.7735849060000004,-1.404958678,4.191114837
1042,"Llano County, Texas",628.0,-251.0,322668,864,5382,0.0,0.0,0.0,1223.0,253.0,340470,1101,34.0,340452,956,-183.0,342936,819,-334.0,344538,751,-397.0,345186,1871,171000.0,166900.0,165300.0,169600.0,179300.0,191200,204100,210600.0,-4100.0,-1600.0,4300.0,9700.0,11900.0,12900,6500.0,-2.397660819,-0.9586578790000001,2.601330913,5.719339623,6.636921361000001,6.746861925,3.1847133760000004
1043,"Logan County, Colorado",3294.0,226.0,944518,368,3450,1398.0,-140.0,505655.0,2822.0,482.0,1019406,3168,658.0,1029664,3120,1244.0,1034356,3188,1514.0,1031964,3436,1568.0,1001236,878,98100.0,94400.0,91500.0,93600.0,97400.0,107100,111000,115100.0,-3700.0,-2900.0,2100.0,3800.0,9700.0,3900,4100.0,-3.77166157,-3.072033898,2.295081967,4.05982906,9.958932238,3.641456583,3.693693694
1044,"Logan County, Illinois",7556.0,3964.0,2959200,1700,10700,3220.0,1530.0,1505050.0,5450.0,2590.0,3002600,6580,3486.0,2996900,6520,3434.0,2991100,6538,3560.0,2976100,6938,3854.0,2969600,1727,67700.0,75900.0,73900.0,69000.0,72100.0,73000,74000,76000.0,8200.0,-2000.0,-4900.0,3100.0,900.0,1000,2000.0,12.11225997,-2.635046113,-6.630581867,4.4927536230000005,1.248266297,1.369863014,2.702702703
